price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"#800,000,000",4 Bedroom Apartment with BQ,"Ikoyi, Lagos.",Sale,sale,Apartment,4.0,4.0,admin-cw,5 months ago,https://cwlagos.com/property/4-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#900,000,000",Luxury 3 Bedroom Maisonette with BQ,"Ikoyi, Lagos.",Sale,sale,Maisonette,3.0,3.0,Adeyemi Fowosire,8 months ago,https://cwlagos.com/property/luxury-3-bedroom-maisonette-with-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,
"#5,000,000,000",7 – Storey Multi-purpose Building in Prime Ikoyi Location,"Ikoyi, Lagos.",Sale,sale,Apartment,47.0,47.0,Rose,8 months ago,https://cwlagos.com/property/7-storey-multi-purpose-building-in-prime-ikoyi-location/,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,,True,,,,,,,
"#2,000,000,000",4 Bedroom Detached Duplex with Smart Features,"Ikoyi, Lagos.",Sale,sale,Detached,4.0,4.0,Adeyemi Fowosire,8 months ago,https://cwlagos.com/property/4-bedroom-detached-duplex-with-smart-features/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,True,,,,,,,
"$1,100,000",Exclusive 4 Bedroom Maisonette with Swimming Pool,"Ikoyi, Lagos.",Sale,sale,Maisonette,4.0,4.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/exclusive-4-bedroom-maisonette-with-swimming-pool-2/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,,True,,,,,,,
"#1,200,000,000",Brand New 4 Bedroom Terraced Duplex + 2 BQ,"Ikoyi, Lagos.",Sale,sale,Terraced,4.0,4.0,admin-cw,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terraced-duplex-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"$1,100,000",Luxury Newly Built 3 Bedroom Apartment plus BQ,"Ikoyi, Lagos.",Sale,sale,Apartment,3.0,3.0,admin-cw,9 months ago,https://cwlagos.com/property/luxury-newly-built-3-bedroom-apartment-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,True,,,,
"#1,200,000,000",Luxury 4 Bedroom Townhouse with Swimming Pool,"Ikoyi, Lagos.",Sale,sale,Town House,4.0,4.0,admin-cw,9 months ago,https://cwlagos.com/property/luxury-4-bedroom-townhouse-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,True,,,,,,,
"#30,000,000",Magnificent 3 Bedroom Apartment with Swimming Pool,"Ikoyi, Lagos.",Rent,rent,Apartment,3.0,3.0,Adeyemi Fowosire,9 months ago,https://cwlagos.com/property/magnificent-3-bedroom-apartment-with-swimming-pool-3/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,True,,,True,
"#600,000,000",Luxury 3 Bedroom Apartment in a Highly Prestigious Neighborhood,"Ikoyi, Lagos.",Sale,sale,Apartment,3.0,3.0,CW Real Estate,1 year ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-in-a-highly-prestigious-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,,,,True,,,,
"#900,000,000",Luxury 4 Bedroom Apartment with 1 BQ,"Ikoyi, Lagos.",Sale,sale,Apartment,4.0,4.0,Mr Delani Mr Delani,12 months ago,https://cwlagos.com/property/luxury-4-bedroom-apartment-with-1-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,,True,,True,
"#1,050,000,000",Land Measuring 350sqm,"Ikoyi, Lagos.",Sale,sale,,,,admin-cw,8 months ago,https://cwlagos.com/property/land-measuring-350sqm/,True,,,,,True,,,,,,True,,,,,,,,,,,,,,True,350sqm,,,,,,
"$500,000",Luxury 2- & 3-Bedroom Apartments & 3 Bedroom Maisonette,"Ikoyi, Lagos.",Sale,sale,Apartment,2.0,2.0,Ngonadi Uzoma,11 months ago,https://cwlagos.com/property/luxury-2-3-bedroom-apartments-3-bedroom-maisonette/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"#30,000,000",Brand New 4 Bedroom Terrace with Ample Parking Space,"Ikoyi, Lagos.",Rent,rent,Terraced,4.0,4.0,admin-cw,10 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terrace-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"$2,000,000",Fully Serviced 6 Bedroom Fully Detached Homes with BQ,"Ikoyi, Lagos.",Sale,sale,Detached,6.0,6.0,admin-cw,10 months ago,https://cwlagos.com/property/fully-serviced-6-bedroom-fully-detached-homes-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#700,000,000","Luxury 2, 4 & 5 Bed Pent-Apartment Maisonette with Swimming Pool","Ikoyi, Lagos.",Sale,sale,Apartment,4.0,4.0,Ngonadi Uzoma,11 months ago,https://cwlagos.com/property/luxury-2-4-5-bed-pent-apartment-maisonette-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,True,,,,
"#900,000,000",Perfectly Carved 4 Bedroom Semi-Detached Duplex with BQ,"Ikoyi, Lagos.",Sale,sale,Semi Detached,4.0,4.0,Amaka Nwokedi,11 months ago,https://cwlagos.com/property/perfectly-carved-4-bedroom-semi-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#7,000,000",90sqm Office Space with Large Co-working Space,"Ikoyi, Lagos.",commercial,,Commercial Space,,,Jennifer Nwagbo,11 months ago,https://cwlagos.com/property/90sqm-office-space-with-large-co-working-space/,True,True,True,True,,True,True,,True,,,True,,True,True,,,True,,True,True,,True,,,,90SQM,,,,,,
"#5,000,000",50sqm Office Space with Large Co-working Spaces,"Ikoyi, Lagos.",commercial,,Commercial Space,,,Jennifer Nwagbo,11 months ago,https://cwlagos.com/property/50sqm-office-space-with-large-co-working-spaces/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,True,,True,True,,,,,,50SQM,,,,,,
"#140,000",24 Hours Serviced Commercial Office Complex with Elevators,"Ikoyi, Lagos.",commercial,,Commercial Space,,,Jennifer Nwagbo,11 months ago,https://cwlagos.com/property/24-hours-serviced-commercial-office-complex-with-elevators/,True,True,True,True,,True,True,,True,,,True,,True,True,,,True,,True,True,,True,,,True,"780SQM & 1,200SQM",,,,,,
"#950,000,000",2 units of 4 Bedroom Terrace with a BQ Each,"Ikoyi, Lagos.",Sale,sale,Terraced,4.0,4.0,Adeyemi Fowosire,8 months ago,https://cwlagos.com/property/2-units-of-4-bedroom-terrace-with-a-bq-each/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#3,200,000,000",Luxury 4 Bedroom Maisonette & 5 Bedroom Penthouse,"Ikoyi, Lagos.",Sale,sale,Maisonette,4.0,4.0,Rose,8 months ago,https://cwlagos.com/property/luxury-4-bedroom-maisonette-5-bedroom-penthouse/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"#900,000,000",Spacious 5 Bedroom Duplex Commercial Property,"Ikoyi, Lagos.",commercial,sale,Commercial Space,5.0,5.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/spacious-5-bedroom-duplex-commercial-property/,True,True,True,True,,True,True,,True,True,,True,,,,,,,,True,True,,,,,,543sqm,,,,,,
"#15,000,000",3 Bedroom Partly Furnished Apartment with BQ,"Ikoyi, Lagos.",Rent,rent,Apartment,3.0,3.0,admin-cw,8 months ago,https://cwlagos.com/property/3-bedroom-partly-furnished-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#1,050,000,000",Land Measuring 350 sqm,"Ikoyi, Lagos.",Sale,sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-350-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,350 sqm,,,,,,
"#100,000,000",Brand New 5 Bedroom Fully Detached House in a Highly Prestigious Neighborhood,"Ikoyi, Lagos.",Rent,,Detached,5.0,5.0,Adeyemi Fowosire,8 months ago,https://cwlagos.com/property/brand-new-5-bedroom-fully-detached-house-in-a-highly-prestigious-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,,,,,,,,
"#25,000,000",Luxury 2 Bedroom Apartment with Water View,"Ikoyi, Lagos.",Rent,rent,Apartment,2.0,2.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-2-bedroom-apartment-with-water-view/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,True,,True,,True,,,
"#90,000,000",Luxury 4 Bedroom Penthouse with Pool,"Ikoyi, Lagos.",Rent,rent,Penthouse,4.0,4.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-4-bedroom-penthouse-with-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,True,,,,
"#400,000",276.43 sqm Office Space,"Ikoyi, Lagos.",Rent,rent,,,,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/276-43-sqm-office-space/,True,True,True,True,,True,True,,True,,,True,,,,,,,,True,True,,,,,True,276.43 sqm,,,,,,
"#40,000,000",4 Bedroom Home with Expansive Balcony Space,"Ikoyi, Lagos.",Rent,rent,Terraced,4.0,4.0,Rose,8 months ago,https://cwlagos.com/property/4-bedroom-home-with-expansive-balcony-space/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#700,000,000",Brand New 3 Bedroom Apartment plus BQ,"Ikoyi, Lagos.",Sale,sale,Apartment,3.0,3.0,admin-cw,8 months ago,https://cwlagos.com/property/brand-new-3-bedroom-apartment-plus-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#1,500,000,000",Luxury 4 Bedroom Apartment with Incredible Views,"Ikoyi, Lagos.",Sale,sale,Apartment,4.0,4.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-4-bedroom-apartment-with-incredible-views/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"NGN150,000,000",2 Bedroom Apartment with Inverter in Ikate,Ilasan Ikate,Sale,,Apartment,2.0,2.0,admin-cw,5 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-inverter-in-ikate/,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
"#600,000,000",Land Measuring 910 sqm,"Ilasan, Lekki, Lagos.",Sale,sale,,,,Kemi Adeyinka,6 months ago,https://cwlagos.com/property/land-measuring-910-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,910 sqm,,,,,,
"#450,000,000",5 Bedroom Terrace with BQ,"Ilasan, Lekki, Lagos.",Sale,sale,Terraced,5.0,5.0,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/5-bedroom-terrace-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,,,,
"#230,000,000",Brand New 4 Bedroom Terrace with Allocated Parking Space,"Ilasan, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terrace-with-allocated-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#150,000,000",8 units of 2 Bedroom Apartment,"Ilasan-Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,admin-cw,6 months ago,https://cwlagos.com/property/8-units-of-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#150,000,000",8 units of 2 Bedroom Apartment,"Ilasan-Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,admin-cw,6 months ago,https://cwlagos.com/property/8-units-of-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#35,000,000,000","Land Measuring 130,000sqms (13 Hectares)","Jakande, Lekki, Lagos.",Sale,sale,,,,Kemi Adeyinka,6 months ago,https://cwlagos.com/property/land-measuring-130000sqms-13-hectares/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"130,000 sqms (13 Hectares)",,,,,,
"NGN230,000,000",2-Bedroom Apartment For Sale,LEKKI,,sale,Apartment,2.0,2.0,admin-cw,3 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-for-sale/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",2-Bedroom Apartment For Rent,LEKKI,Sale,rent,Apartment,2.0,2.0,admin-cw,3 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-for-rent/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN195,000,000",4-Bed Fully-Detached Duplex in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-fully-detached-duplex-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN170,000,000",4-Bed Fully-Detached Duplex in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-fully-detached-duplex-in-lekki-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN70,000",One-Bedroom Studio Apartment- Lekki,Lekki,Short Stays,,Apartment,1.0,1.0,admin-cw,2 months ago,https://cwlagos.com/property/one-bedroom-studio-apartment-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN120,000",2-Bedroom Apartment in Lekki,Lekki,Short Stays,,Apartment,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-13/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN260,000,000",4-Bed Semi-Detached Duplex in Lekki,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000,000",4-Bed Semi-Detached Duplex in Lekki,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000,000",4-Bed Fully Detached Duplex in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-fully-detached-duplex-in-lekki-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN160,000,000",4-Bed Semi-Detached Duplex in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-in-lekki-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",2-Bedroom Apartment in Lekki,Lekki,Rent,rent,Apartment,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-11/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,400,000,000",5-Bedroom Fully Detached Duplex – Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,2 months ago,https://cwlagos.com/property/luxury-5-bedroom-fully-detached-duplex-with-dodge-challenger-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN400,000,000",4-Bed Fully Detached House in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-fully-detached-house-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN135,000,000",2-Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-12/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN100,000",Office Space & Residential Apartments – Lekki,Lekki,commercial,rent,Apartment,,,admin-cw,2 months ago,https://cwlagos.com/property/office-space-residential-apartments-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN750,000,000",6-Bed Detached Home in Lekki,Lekki,Sale,sale,Detached,6.0,6.0,admin-cw,2 months ago,https://cwlagos.com/property/6-bed-detached-home-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN130,000,000",4-Bed Semi-Detached Duplex in Lekki,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-in-lekki-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",Warehouse in Lekki,Lekki,commercial,rent,Ware House,,,admin-cw,2 months ago,https://cwlagos.com/property/warehouse-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN410,000,000",4-Bed Fully-Detached Duplex in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-fully-detached-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN220,000,000",1 & 2 Bedroom Apartments in Lekki,Lekki,Sale,,Apartment,1.0,1.0,admin-cw,2 months ago,https://cwlagos.com/property/1-2-bedroom-apartments-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",Commercial property- Lekki,Lekki,commercial,rent,Detached,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/commercial-property-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN280,000,000",Land Measuring 600sqm in Lekki,Lekki,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-600sqm-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,
"NGN400,000,000",5-BED FULLY DETACHED DUPLEX- LEKKI,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bed-fully-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN780,000,000",5-Bedroom Detached Smart Home| Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/5-bedroom-detached-smart-home-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN800,000,000",5-Bedroom Detached Smart Home | Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/5-bedroom-detached-smart-home-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,400,000,000",6-Bedroom Detached Duplex| Lekki,Lekki,Sale,sale,Detached,6.0,6.0,admin-cw,4 weeks ago,https://cwlagos.com/property/6-bedroom-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,000,000,000",5-Bedroom Detached Duplex |Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/5-bedroom-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN200,000,000",4-Bedroom Semi-Detached Duplex| Lekki,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,4 weeks ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN100,000,000",Land Measuring 12000sqm- Lekki,Lekki,Sale,sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/land-measuring-12000sqm-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,
"NGN850,000,000",4-Bedroom Detached Duplex + BQ- Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,3 weeks ago,https://cwlagos.com/property/4-bedroom-detached-duplex-bq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN120,000,000",2-Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,500,000,000",EXECUTIVE 5-BEDROOM HOUSE- LEKKI,Lekki,Sale,sale,,5.0,5.0,admin-cw,2 weeks ago,https://cwlagos.com/property/executive-5-bedroom-house-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN700,000,000",5 BEDROOM SEMI-DETACHED DUPLEX- LEKKI,Lekki,Sale,sale,Semi Detached,5.0,5.0,admin-cw,2 weeks ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN200,000,000",PARTITIONED VILLA- LEKKI,Lekki,,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/partitioned-villa-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN13,000,000",3 BEDROOM DUPLEX- LEKKI,Lekki,Rent,rent,,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",3 BEDROOM LUXURY FLATS- LEKKI,Lekki,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-luxury-flats-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",2 BEDROOM APARTMENT- LEKKI,Lekki,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-lekki-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN450,000,000",10 Units of 4-Bed Detached Duplexes+BQ-LEKKI,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,1 week ago,https://cwlagos.com/property/10-units-of-4-bed-detached-duplexesbq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN40,000,000",Detached house for commercial use- Lekki,Lekki,commercial,rent,Detached,,,admin-cw,4 days ago,https://cwlagos.com/property/detached-house-for-commercial-use-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN240,000,000",4-BED FULLY DETACHED DUPLEX- LEKKI,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-fully-detached-duplex-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN260,000,000",4-Bedroom Semi-Detached Duplex with BQ,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-14/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN400,000,000",4-BED FULLY DETACHED DUPLEX- LEKKI,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-fully-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,550,000,000",5-BED FULLY DETACHED DUPLEX+BQ- LEKKI,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bed-fully-detached-duplexbq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN550,000",Land Measuring 4000sqm in Lekki,Lekki,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-4000sqm-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,
"NGN500,000,000",5-Bedroom Detached Duplex with BQ & Pool,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,2 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-with-bq-pool/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN325,000,000",4-Bedroom Terrace Duplex with BQ,Lekki,Sale,sale,Terraced,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-with-bq-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN90,000,000",1 Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,1.0,1.0,admin-cw,1 month ago,https://cwlagos.com/property/1-bedroom-apartment-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN350,000,000",4-Bedroom Terrace Duplex in Lekki,Lekki,Sale,sale,Terraced,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/luxury-4-bedroom-terrace-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN120,000,000",2 Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-14/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",2-Bedroom Apartment in Lekki,Lekki,Rent,rent,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-15/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,500,000,000",LAKEFRONT BARE LAND- LEKKI,Lekki,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/lakefront-bare-land-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,
"NGN3,500,000,000",MIXED-USE BARE LAND- LEKKI,Lekki,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/mixed-use-bare-land-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,6592,,,,,,
"NGN180,000,000",Land Measuring 670sqm in Lekki,Lekki,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-670sqm-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,
"NGN280,000,000",5-BEDROOM TERRACE + BQ— LEKKI,Lekki,Sale,rent,Terraced,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bedroom-terrace-bq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
